,code,name,weight,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,label3_1,label3_2,label3_3
102,601390,中国中铁,0.56,0.67,11.25,1606683.3,2.32,9.3757,689944.86,30.201999999999998,4.6253,77.8328,2.6762,134.5191,1.0995,327.4216,7.9039,11.8148,13.7842,11.8719,29.4004,10.7221,1.1347,0.7179,23.9778,652.402,20.107,79.893,0.0481,0.0393,2.3356,0.0492,5.7028,1,0,0
104,601600,中国铝业,0.25,0.09,3.55,137843.5,0.76,8.3128,180080.75,12.0828,42.4912,8.4723,8.6331,41.7,2.6723,134.7154,24.9992,88.2942,17.8572,5.2977,350.0,3.5972,0.7596,0.5335,33.2343,165.9401,32.7329,67.2671,0.0729,0.0656,5.5533,0.0975,14.5902,1,1,1
106,601607,上海医药,0.21,1.31,10.73,352064.56,2.69,12.7817,130847.1819,48.6617,4.4604,80.7103,6.7757,53.131,2.0301,177.3312,8.3489,5.9552,7.7139,14.0215,10.1455,7.6157,1.383,1.0351,29.9044,869.1886,42.0542,57.9458,0.0202,0.0281,0.6528,0.0485,5.3369,-1,0,0
107,601618,中国中冶,0.24,0.26,8.44,606148.8,2.48,13.0933,243999.86399999997,11.7739,3.4116,105.5223,1.7635,204.1395,0.7807,461.1246,11.1325,12.433,17.1016,9.821,4.0,16.933,1.1506,0.7283,16.337,397.172,23.4753,76.5247,0.0755,0.0444,2.7441,0.0581,6.5746,1,1,0
109,601668,中国建筑,1.27,1.07,15.82,3294179.9,3.12,10.4892,1054106.503,35.1368,7.6284,47.1921,1.8318,196.528,0.9369,384.2459,9.8296,13.3021,17.4332,11.425,11.4583,12.7382,1.2863,0.6817,36.3032,707.6719,22.0331,77.9669,-0.0412,-0.027999999999999997,-0.9316,-0.0359,-4.9026,1,1,0
110,601727,上海电气,0.19,0.19,5.32,265957.6,3.34,22.8101,79543.79400000001,5.4018,2.8901,124.5632,2.0688,174.0139,0.5720000000000001,629.3706,0.5886,15.5842,22.6802,13.5007,21.7866,23.1619,1.2968,0.9871,37.7647,1183.7613,35.4768,64.5232,-0.0946,-0.0377,-1.5031,-0.0585,-6.7598,1,0,0
111,601766,中国中车,0.93,0.38,9.14,1079855.6,5.11,22.6811,211012.56,7.3526,2.7815,129.4266,2.9762,120.9596,0.8865,406.0914,-8.1444,-6.4584,14.5914,10.8954,-7.3171,15.9284,1.2554,0.9841,36.0173,1328.2379,37.8146,62.1854,0.0768,0.0432,1.2457,0.0695,7.9655,1,1,0
114,601828,美凯龙,0.04,1.13,10.48,407789.77,37.2,71.1375,10959.5127,3.0242,11.142000000000001,32.3102,38.1764,9.4299,0.9382,383.7135,16.1447,16.4579,10.0479,18.9847,20.2128,10.5588,0.6413,0.636,47.3083,628.8766,45.2839,54.7161,0.5948,0.0672,1.5237,0.1228,28.6941,1,1,1
116,601857,中国石油,0.62,0.12,1.9,2279300.0,1.13,21.4121,2015890.0,11.0145,40.134,8.97,10.8683,33.1239,4.9971,72.0418,24.676,25.0697,0.625,0.3321,200.0,0.3776,0.7373,0.4864,23.6048,345.2097,57.4496,42.5504,0.1819,0.1525,9.9667,0.3583,63.5818,1,1,0
117,601877,正泰电器,0.22,1.34,15.35,283985.47,12.12,29.3198,23416.55,10.8841,3.8839,92.6903,6.2265,57.8174,1.2449,289.1799,16.1273,14.4444,46.3616,24.8882,2.2901,49.3707,1.6146,1.3636,52.4131,771.7566,46.5864,53.4136,0.1096,0.0581,0.857,0.1089,19.7038,-1,0,0
119,601898,中煤能源,0.09,0.18,2.76,241442.6,2.97,32.4097,81123.232,6.1185,11.4453,31.454,7.3906,48.7105,1.7369,207.2658,33.7969,51.6547,4.0448,2.8903,20.0,3.5989,0.7766,0.6582,29.7588,289.03700000000003,42.6318,57.3682,0.2195,0.0716,4.0052,0.1247,28.2966,1,1,0
120,601899,紫金矿业,0.43,0.16,11.1,350771.76,3.7,13.9364,94548.6191,4.1052,91.0903,3.9521,7.0475,51.0819,3.5804,100.5474,19.9077,92.4738,20.9739,0.1094,77.7778,26.0685,0.9959,0.6107,21.5112,326.9286,42.146,57.854,0.1033,0.1093,3.0067,0.18899999999999997,33.9116,1,1,0
122,601985,中国核电,0.26,0.29,10.69,449771.5,13.39,39.6064,33589.9089,2.1579,9.9173,36.3002,1.4146,254.4889,1.046,344.1683,11.9337,-0.8906,8.227,7.4973,0.3472,6.8522,0.8591,0.4681,21.936,326.6337,25.6031,74.3969,0.5926,0.0657,2.4771,0.0883,51.6118,1,0,0
125,601992,金隅集团,0.12,0.27,6.26,283666.49,4.45,25.1943,63678.3309,5.9636,7.6832,46.8555,0.5853,615.0692,0.4841,743.648,33.3891,9.6642,11.1403,11.4255,8.0,15.7518,1.3002,0.4069,16.2122,251.6356,30.1101,69.8899,-0.1862,-0.0511,-4.018,-0.073,-10.7345,1,1,0
127,603156,养元饮品,0.03,4.67,38.77,230987.87,29.84,47.8525,7740.584,15.6375,387.574,0.9289,5.0938,70.6742,0.8955,402.0101,-13.0306,-15.7192,22.8208,14.645999999999999,-15.7203,22.8208,2.4265,2.1909,14.8916,-152780.3266,65.566,34.434,0.2755,0.1906,0.9234,0.5535,56.6599,1,1,1
128,603259,药明康德,0.08,1.31,21.14,122709.35,15.8,41.8333,7765.2599,8.2804,5.2274,68.8679,7.2957,49.3441,1.3496,266.7457,26.9636,15.6781,11.1442,18.7879,21.2963,13.8837,1.1834,1.0261,53.5216,963.3814,53.5594,46.4406,0.231,0.1426,1.3832,0.307,38.8276,0,0,0
129,603260,合盛硅业,0.03,2.48,42.12,151697.24,21.82,38.7194,6950.0376,10.3731,32.6911,11.0122,4.6856,76.8311,2.1335,168.7368,51.9043,134.6249,102.3069,91.2011,127.5229,104.8552,0.6485,0.4898,30.6312,1075.7925,38.588,61.412,0.2775,0.1362,1.2424,0.2218,27.6869,-1,-1,0
130,603288,海天味业,0.59,1.31,31.12,353143.69,24.21,45.6901,14584.3109,5.3991,5912.6103,0.0609,7.9967,45.0186,1.4144,254.5249,17.0626,24.2108,17.48,21.3347,24.7619,17.3718,2.6127,2.3821,124.3396,-5040.3381,72.0137,27.9863,0.3237,0.289,1.3368,1.0326,104.581,0,0,0
131,603833,欧派家居,0.11,3.21,25.75,130013.2,13.38,34.5243,9710.178,23.0866,69.8393,5.1547,8.2379,43.7005,2.7724,129.8514,36.1088,37.7268,115.9671,74.2902,26.378,116.0278,1.4563,1.218,97.5555,55127.7853,64.3825,35.6175,0.1934,0.1942,1.4453,0.5452,56.9027,-1,0,0
