date,close,open,high,low,volume,MA5,EMA10,MA10,MA20,MA30,MA60,EMA20,EMA30,KValue,DValue,JValue,PSY
2018-11-08,5.98,5.94,6.07,5.89,168103.05,5.95,5.8765781293511985,5.8765781293511985,5.95612154302421,6.140669105603746,6.997114519192028,5.95612154302421,6.140669105603746,74.6446203602795,63.5870072482883,41.4717810243059,66.66666666666666
2018-11-09,5.87,5.9,5.96,5.83,118170.0,5.944000000000001,5.875382105832799,5.875382105832799,5.947919491307618,6.123206582661569,6.960159944792289,5.947919491307618,6.123206582661569,71.22426745479821,66.13276065045827,55.94974704177838,66.66666666666666
2018-11-12,6.06,5.85,6.11,5.82,172613.36,5.952,5.9089489956813805,5.9089489956813805,5.958593825468798,6.119128738618888,6.9306465039794265,5.958593825468798,6.119128738618888,77.61983127123531,69.96178419071728,54.64569002968122,66.66666666666666
2018-11-13,6.3,6.01,6.45,5.98,297620.12,6.034000000000001,5.980049178284766,5.980049178284766,5.991108699233674,6.130797852256379,6.9099695694227234,5.991108699233674,6.130797852256379,80.31798275225209,73.41385037789556,59.605585629182485,75.0
2018-11-14,6.36,6.32,6.44,6.21,244183.23,6.114,6.049131145869353,6.049131145869353,6.026241204068563,6.145585087594677,6.891937780261323,6.026241204068563,6.145585087594677,84.02151231102519,76.94973768893877,62.80618844476592,83.33333333333334
2018-11-15,6.36,6.32,6.4,6.21,195819.02,6.1899999999999995,6.105652755711288,6.105652755711288,6.0580277560620335,6.159418307749859,6.874497197301935,6.0580277560620335,6.159418307749859,86.31737184371377,80.0722824071971,67.58210353416374,75.0
2018-11-16,7.0,6.37,7.0,6.29,478780.09,6.4159999999999995,6.268261345581963,6.268261345581963,6.14773939834184,6.213649384669223,6.878612043292034,6.14773939834184,6.213649384669223,90.87824789580918,83.67427090340112,69.266316918585,75.0
2018-11-19,7.15,6.9,7.39,6.67,593837.0,6.634,6.42857746456706,6.42857746456706,6.243192788975951,6.274059101787338,6.887510009085737,6.243192788975951,6.274059101787338,89.77375421033221,85.70743200571148,77.57478759647,75.0
2018-11-20,6.89,6.9,7.11,6.82,298418.19,6.752,6.512472471009413,6.512472471009413,6.304793475740146,6.313797224252671,6.887591648132107,6.304793475740146,6.313797224252671,83.92324354762889,85.11270251968395,87.49162046379408,66.66666666666666
2018-11-21,6.79,6.68,6.86,6.64,189946.02,6.837999999999999,6.562932021734974,6.562932021734974,6.351003620907751,6.344519983978306,6.88439192196384,6.351003620907751,6.344519983978306,77.98272733683734,82.73604412540175,92.24267770253056,58.333333333333336
2018-11-22,6.8,6.83,7.06,6.79,223437.59,6.925999999999999,6.606035290510433,6.606035290510433,6.393765180821299,6.373905791463577,6.88162497370273,6.393765180821299,6.373905791463577,73.54537111876981,79.67248645652444,91.9267171320337,66.66666666666666
2018-11-23,6.28,6.79,6.82,6.12,222077.06,6.781999999999999,6.546756146781263,6.546756146781263,6.382930401695462,6.367847353304637,6.861899564728871,6.382930401695462,6.367847353304637,59.09314049427422,72.8127044691077,100.25183241877465,58.333333333333336
2018-11-26,6.39,6.37,6.54,6.25,110953.0,6.63,6.51825502918467,6.51825502918467,6.383603696772084,6.369276556317241,6.8464274478525144,6.383603696772084,6.369276556317241,51.764399742514044,65.79660289357648,93.86100919570134,58.333333333333336
2018-11-27,6.28,6.42,6.49,6.22,111030.0,6.508,6.474935932969275,6.474935932969275,6.373736678031887,6.363516778490323,6.827856056119645,6.373736678031887,6.363516778490323,44.276054180784314,58.62308665597909,87.31715160636864,58.333333333333336
2018-11-28,6.3,6.34,6.34,6.0,115919.02,6.409999999999999,6.4431293997021335,6.4431293997021335,6.3667141372669445,6.3594189218135275,6.810549300181296,6.3667141372669445,6.3594189218135275,39.70845225640397,52.31820852278738,77.53772105555419,58.333333333333336
2018-11-29,6.2,6.35,6.53,6.18,157203.0,6.29,6.3989240543017445,6.3989240543017445,6.350836600384378,6.349133830083623,6.790531290339286,6.350836600384378,6.349133830083623,34.5402420562863,46.39221970062035,70.09617498928844,50.0
2018-11-30,6.13,6.08,6.19,5.96,127488.0,6.26,6.350028771701426,6.350028771701426,6.329804543204913,6.334996163626616,6.7688745267216035,6.329804543204913,6.334996163626616,29.60856901416963,40.797669471803445,63.17587038707108,41.66666666666667
